fecha,region,producto,ventas
2026-05-30,Centro,B,1530
2026-05-30,Centro,C,1196
2026-05-30,Centro,A,1064
2026-05-30,Sur,C,714
2026-05-30,Norte,B,1294
2026-05-30,Norte,A,1700
2026-05-30,Norte,B,1644
2026-05-30,Sur,C,1789
2026-05-30,Centro,B,1464
2026-05-30,Norte,A,948
2026-05-30,Norte,C,1131
2026-05-30,Norte,B,1709
2026-05-30,Norte,B,1785
2026-05-30,Sur,B,1986
2026-05-30,Centro,C,944
2026-05-30,Sur,C,693
2026-05-30,Centro,C,669
2026-05-30,Centro,B,1445
2026-05-30,Norte,A,1175
2026-05-30,Centro,A,543
2026-05-30,Sur,B,810
2026-05-30,Centro,B,1038
2026-05-30,Sur,B,1655
2026-05-30,Sur,C,1629
2026-05-30,Sur,C,1660
2026-05-30,Centro,C,1664
2026-05-30,Sur,C,1353
2026-05-30,Centro,A,1113
2026-05-30,Centro,A,1528
2026-05-30,Centro,C,885
2026-05-30,Centro,A,1188
2026-05-30,Sur,B,1027
2026-05-30,Centro,B,718
2026-05-30,Norte,A,650
2026-05-30,Norte,A,1089
2026-05-30,Centro,A,1783
2026-05-30,Norte,B,1556
2026-05-30,Norte,B,714
2026-05-30,Centro,B,595
2026-05-30,Norte,B,1237
2026-05-30,Norte,A,1717
2026-05-30,Norte,B,1194
2026-05-30,Norte,A,1146
2026-05-30,Norte,A,1928
2026-05-30,Centro,C,1848
2026-05-30,Centro,B,1809
2026-05-30,Norte,C,702
2026-05-30,Centro,B,1052
2026-05-30,Sur,A,672
2026-05-30,Norte,A,848
2026-05-30,Centro,C,1494
2026-05-30,Centro,B,1395
2026-05-30,Centro,A,1385
2026-05-30,Centro,A,1848
2026-05-30,Centro,C,1293
2026-05-30,Sur,B,853
2026-05-30,Norte,A,692
2026-05-30,Centro,B,574
2026-05-30,Sur,B,690
2026-05-30,Centro,A,1897
2026-05-30,Norte,C,1050
2026-05-30,Centro,B,1230
2026-05-30,Centro,C,1439
2026-05-30,Sur,A,1708
2026-05-30,Sur,B,1315
2026-05-30,Norte,A,1785
2026-05-30,Centro,B,1023
2026-05-30,Sur,A,1262
2026-05-30,Sur,B,1965
2026-05-30,Norte,A,1227
2026-05-30,Sur,C,694
2026-05-30,Centro,A,1237
2026-05-30,Norte,A,1780
2026-05-30,Norte,C,1002
2026-05-30,Centro,C,1608
2026-05-30,Norte,A,1547
2026-05-30,Norte,A,1981
2026-05-30,Centro,B,1165
2026-05-30,Centro,A,699
2026-05-30,Centro,A,737
2026-05-30,Norte,C,1294
2026-05-30,Centro,A,1419
2026-05-30,Sur,A,1072
2026-05-30,Centro,A,937
2026-05-30,Sur,B,761
2026-05-30,Centro,A,990
2026-05-30,Sur,B,1628
2026-05-30,Norte,A,1579
2026-05-30,Norte,C,1791
2026-05-30,Sur,C,612
2026-05-30,Centro,A,1392
2026-05-30,Norte,B,1365
2026-05-30,Norte,A,1023
2026-05-30,Sur,A,638
2026-05-30,Sur,B,1385
2026-05-30,Centro,C,1403
2026-05-30,Centro,B,1010
2026-05-30,Centro,B,518
2026-05-30,Norte,C,1174
2026-05-30,Norte,C,866
2026-05-30,Centro,B,1322
2026-05-30,Norte,C,1430
2026-05-30,Sur,B,1281
2026-05-30,Norte,A,1663
2026-05-30,Centro,A,1333
2026-05-30,Centro,A,1796
2026-05-30,Sur,B,1158
2026-05-30,Centro,C,1603
2026-05-30,Sur,B,1099
2026-05-30,Norte,A,1143
2026-05-30,Centro,C,691
2026-05-30,Norte,B,1431
2026-05-30,Centro,C,1516
2026-05-30,Norte,B,1944
2026-05-30,Norte,C,928
2026-05-30,Norte,A,574
2026-05-30,Centro,B,1039
2026-05-30,Centro,C,1442
2026-05-30,Sur,C,1240
2026-05-30,Norte,C,1693
2026-05-30,Centro,C,976
2026-05-30,Centro,B,1788
2026-05-30,Norte,C,1150
2026-05-30,Centro,B,1069
2026-05-30,Sur,A,527
2026-05-30,Centro,A,1221
2026-05-30,Centro,C,980
2026-05-30,Norte,B,1345
2026-05-30,Norte,C,1197
2026-05-30,Norte,B,996
2026-05-30,Sur,B,1510
2026-05-30,Centro,C,1781
2026-05-30,Sur,B,1139
