fecha,region,producto,ventas
2026-06-12,Sur,C,1483
2026-06-12,Sur,B,1773
2026-06-12,Sur,C,1294
2026-06-12,Centro,C,856
2026-06-12,Sur,C,1803
2026-06-12,Norte,C,1891
2026-06-12,Centro,C,1119
2026-06-12,Centro,C,1901
2026-06-12,Sur,B,1033
2026-06-12,Centro,C,779
2026-06-12,Centro,A,1073
2026-06-12,Centro,B,1252
2026-06-12,Norte,B,845
2026-06-12,Sur,A,1074
2026-06-12,Norte,A,1278
2026-06-12,Centro,A,1864
2026-06-12,Norte,B,666
2026-06-12,Centro,A,1975
2026-06-12,Sur,A,1299
2026-06-12,Norte,C,1275
2026-06-12,Norte,B,1745
2026-06-12,Sur,C,1787
2026-06-12,Norte,B,988
2026-06-12,Norte,C,1365
2026-06-12,Centro,B,1434
2026-06-12,Norte,C,1707
2026-06-12,Norte,C,525
2026-06-12,Centro,C,1995
2026-06-12,Norte,A,1572
2026-06-12,Centro,C,1336
2026-06-12,Norte,A,1759
2026-06-12,Sur,A,543
2026-06-12,Sur,C,777
2026-06-12,Sur,A,1992
2026-06-12,Centro,C,1126
2026-06-12,Norte,C,1319
2026-06-12,Norte,C,1031
2026-06-12,Centro,A,906
2026-06-12,Centro,C,1546
2026-06-12,Sur,A,1809
2026-06-12,Norte,B,1048
2026-06-12,Centro,C,978
2026-06-12,Centro,A,1773
2026-06-12,Norte,A,1262
2026-06-12,Norte,C,853
2026-06-12,Centro,A,746
2026-06-12,Centro,C,1104
2026-06-12,Sur,C,802
2026-06-12,Norte,B,1480
2026-06-12,Norte,A,997
2026-06-12,Sur,A,781
2026-06-12,Centro,A,877
2026-06-12,Norte,C,1609
2026-06-12,Norte,C,756
2026-06-12,Sur,A,1765
2026-06-12,Norte,C,608
2026-06-12,Sur,B,1361
2026-06-12,Sur,B,1440
2026-06-12,Centro,B,1244
2026-06-12,Sur,A,509
2026-06-12,Centro,C,1010
2026-06-12,Centro,B,628
2026-06-12,Sur,B,1480
2026-06-12,Centro,B,1787
2026-06-12,Sur,C,1537
2026-06-12,Norte,A,1260
2026-06-12,Sur,A,1323
2026-06-12,Norte,A,1262
2026-06-12,Centro,C,1807
2026-06-12,Sur,C,1193
2026-06-12,Norte,C,603
2026-06-12,Norte,B,967
2026-06-12,Norte,B,1221
2026-06-12,Centro,B,1462
2026-06-12,Centro,C,1058
2026-06-12,Sur,C,1028
2026-06-12,Centro,A,1939
2026-06-12,Sur,A,1923
2026-06-12,Sur,C,501
2026-06-12,Sur,C,524
2026-06-12,Centro,B,659
2026-06-12,Centro,C,840
2026-06-12,Norte,B,584
2026-06-12,Sur,A,530
2026-06-12,Sur,C,571
2026-06-12,Sur,B,1582
2026-06-12,Centro,B,874
2026-06-12,Norte,B,726
2026-06-12,Sur,A,688
2026-06-12,Centro,A,1166
2026-06-12,Sur,A,1121
2026-06-12,Norte,B,1394
2026-06-12,Norte,A,1284
2026-06-12,Norte,A,1788
2026-06-12,Sur,A,1411
2026-06-12,Centro,B,875
2026-06-12,Sur,C,929
2026-06-12,Centro,A,1103
2026-06-12,Centro,C,847
2026-06-12,Norte,C,651
2026-06-12,Centro,B,863
2026-06-12,Centro,B,1684
2026-06-12,Norte,C,1321
2026-06-12,Sur,B,1142
2026-06-12,Centro,B,529
2026-06-12,Norte,A,1523
2026-06-12,Sur,C,675
2026-06-12,Norte,C,1833
2026-06-12,Centro,B,1303
2026-06-12,Centro,A,1716
2026-06-12,Norte,A,1399
2026-06-12,Norte,B,1385
2026-06-12,Norte,C,1530
2026-06-12,Sur,A,883
2026-06-12,Norte,A,722
2026-06-12,Norte,B,989
2026-06-12,Norte,C,1974
2026-06-12,Sur,A,515
2026-06-12,Norte,B,1638
2026-06-12,Sur,A,614
2026-06-12,Centro,A,1923
2026-06-12,Norte,B,1439
2026-06-12,Sur,A,1011
2026-06-12,Norte,B,1025
2026-06-12,Centro,A,663
2026-06-12,Norte,C,630
2026-06-12,Sur,C,1573
2026-06-12,Sur,C,1138
2026-06-12,Centro,B,555
2026-06-12,Norte,C,922
2026-06-12,Norte,C,1216
2026-06-12,Centro,B,1652
2026-06-12,Sur,A,1787
2026-06-12,Norte,C,1102
2026-06-12,Norte,B,1430
2026-06-12,Norte,A,1119
2026-06-12,Norte,C,1408
2026-06-12,Centro,A,1949
2026-06-12,Centro,A,1889
2026-06-12,Centro,C,927
2026-06-12,Norte,B,1948
2026-06-12,Norte,B,782
2026-06-12,Centro,A,1349
2026-06-12,Sur,C,1444
2026-06-12,Sur,C,1586
2026-06-12,Norte,B,1693
2026-06-12,Norte,A,1842
2026-06-12,Sur,C,1011
2026-06-12,Centro,A,1962
2026-06-12,Sur,A,756
2026-06-12,Centro,B,1555
2026-06-12,Centro,A,1476
2026-06-12,Centro,B,1279
2026-06-12,Sur,A,1116
2026-06-12,Norte,A,554
2026-06-12,Norte,C,653
2026-06-12,Centro,C,534
2026-06-12,Centro,A,938
2026-06-12,Sur,B,1995
2026-06-12,Sur,B,820
2026-06-12,Norte,A,608
2026-06-12,Centro,B,1428
2026-06-12,Sur,A,1841
2026-06-12,Norte,B,1852
2026-06-12,Sur,A,1383
2026-06-12,Norte,C,1600
