fecha,region,producto,ventas
2026-06-08,Centro,C,1123
2026-06-08,Centro,B,657
2026-06-08,Centro,B,954
2026-06-08,Sur,C,1211
2026-06-08,Centro,A,611
2026-06-08,Sur,A,1982
2026-06-08,Sur,A,669
2026-06-08,Centro,C,994
2026-06-08,Norte,A,1788
2026-06-08,Sur,A,1884
2026-06-08,Norte,B,584
2026-06-08,Sur,B,1501
2026-06-08,Sur,B,1991
2026-06-08,Centro,B,1891
2026-06-08,Norte,C,1653
2026-06-08,Sur,C,1404
2026-06-08,Sur,A,1468
2026-06-08,Centro,A,845
2026-06-08,Centro,B,1714
2026-06-08,Centro,A,1182
2026-06-08,Norte,C,865
2026-06-08,Sur,A,1780
2026-06-08,Centro,B,639
2026-06-08,Centro,C,569
2026-06-08,Norte,B,1603
2026-06-08,Norte,C,1969
2026-06-08,Sur,C,841
2026-06-08,Norte,B,1812
2026-06-08,Centro,A,904
2026-06-08,Centro,B,1641
2026-06-08,Norte,B,666
2026-06-08,Sur,B,1928
2026-06-08,Centro,C,1964
2026-06-08,Centro,B,1955
2026-06-08,Norte,C,1114
2026-06-08,Sur,A,523
2026-06-08,Norte,A,1169
2026-06-08,Centro,B,565
2026-06-08,Sur,A,1439
2026-06-08,Norte,A,1172
2026-06-08,Norte,C,1887
2026-06-08,Norte,A,1408
2026-06-08,Centro,A,1897
2026-06-08,Centro,B,1575
2026-06-08,Sur,C,1576
2026-06-08,Norte,B,707
2026-06-08,Norte,A,1027
2026-06-08,Norte,A,1124
2026-06-08,Centro,A,501
2026-06-08,Centro,B,1638
2026-06-08,Centro,A,890
2026-06-08,Norte,C,1479
2026-06-08,Sur,B,1342
2026-06-08,Centro,C,833
2026-06-08,Norte,C,1715
2026-06-08,Sur,A,1212
2026-06-08,Norte,C,659
2026-06-08,Centro,A,1811
2026-06-08,Norte,B,1668
2026-06-08,Centro,C,1871
2026-06-08,Sur,C,835
2026-06-08,Sur,A,1104
2026-06-08,Sur,B,1787
2026-06-08,Norte,A,1669
2026-06-08,Norte,B,610
2026-06-08,Centro,B,889
2026-06-08,Norte,B,898
2026-06-08,Sur,A,812
2026-06-08,Norte,C,1607
2026-06-08,Norte,B,1339
2026-06-08,Norte,B,1303
2026-06-08,Centro,A,1915
2026-06-08,Centro,A,1675
2026-06-08,Norte,B,1965
2026-06-08,Norte,A,1489
2026-06-08,Norte,C,656
2026-06-08,Centro,A,1055
2026-06-08,Centro,C,1692
2026-06-08,Sur,C,1346
2026-06-08,Centro,B,1901
2026-06-08,Norte,C,1235
2026-06-08,Sur,B,1186
2026-06-08,Norte,C,948
2026-06-08,Norte,A,975
2026-06-08,Centro,C,1816
2026-06-08,Sur,A,1752
2026-06-08,Centro,A,541
2026-06-08,Norte,C,1818
2026-06-08,Norte,A,1070
2026-06-08,Sur,C,1033
2026-06-08,Norte,B,600
2026-06-08,Sur,C,781
2026-06-08,Sur,B,987
2026-06-08,Centro,A,1169
2026-06-08,Norte,C,578
2026-06-08,Norte,A,1045
2026-06-08,Sur,B,1044
2026-06-08,Norte,B,1578
2026-06-08,Norte,A,516
2026-06-08,Norte,C,1684
2026-06-08,Norte,B,585
2026-06-08,Norte,C,652
2026-06-08,Norte,B,773
2026-06-08,Sur,A,1463
2026-06-08,Sur,A,630
2026-06-08,Sur,A,1338
2026-06-08,Centro,B,1208
2026-06-08,Norte,A,1156
