fecha,region,producto,ventas
2026-05-20,Sur,B,587
2026-05-20,Sur,B,1551
2026-05-20,Sur,B,1690
2026-05-20,Sur,B,856
2026-05-20,Sur,B,851
2026-05-20,Norte,B,1722
2026-05-20,Sur,B,1308
2026-05-20,Centro,C,704
2026-05-20,Centro,A,766
2026-05-20,Centro,B,1476
2026-05-20,Sur,C,971
2026-05-20,Norte,A,599
2026-05-20,Norte,B,1395
2026-05-20,Norte,C,941
2026-05-20,Norte,C,560
2026-05-20,Centro,C,620
2026-05-20,Norte,B,1501
2026-05-20,Centro,B,1370
2026-05-20,Sur,C,1833
2026-05-20,Norte,C,1391
2026-05-20,Norte,B,1620
2026-05-20,Centro,C,1722
2026-05-20,Sur,B,1582
2026-05-20,Norte,B,702
2026-05-20,Sur,B,1820
2026-05-20,Centro,B,1316
2026-05-20,Centro,B,693
2026-05-20,Sur,B,1479
2026-05-20,Centro,B,1037
2026-05-20,Norte,A,1463
2026-05-20,Sur,A,802
2026-05-20,Sur,B,1506
2026-05-20,Centro,A,532
2026-05-20,Norte,C,1586
2026-05-20,Centro,B,1581
2026-05-20,Norte,A,1712
2026-05-20,Centro,B,1666
2026-05-20,Norte,B,1415
2026-05-20,Sur,C,1503
2026-05-20,Centro,B,735
2026-05-20,Norte,B,514
2026-05-20,Sur,B,870
2026-05-20,Norte,B,1115
2026-05-20,Sur,B,1466
2026-05-20,Centro,B,1291
2026-05-20,Norte,C,886
2026-05-20,Norte,C,1860
2026-05-20,Sur,C,725
2026-05-20,Sur,C,645
2026-05-20,Centro,C,1700
2026-05-20,Centro,B,914
2026-05-20,Centro,C,1026
2026-05-20,Sur,C,1528
2026-05-20,Sur,C,552
2026-05-20,Centro,B,1979
2026-05-20,Centro,B,929
2026-05-20,Centro,B,1596
2026-05-20,Sur,B,860
2026-05-20,Norte,C,1723
2026-05-20,Sur,B,1719
2026-05-20,Centro,C,674
2026-05-20,Sur,A,944
2026-05-20,Norte,C,1511
2026-05-20,Norte,A,1976
2026-05-20,Norte,B,1943
2026-05-20,Norte,A,985
2026-05-20,Centro,C,1208
2026-05-20,Norte,C,1678
2026-05-20,Norte,B,1153
2026-05-20,Sur,C,528
2026-05-20,Centro,A,1529
2026-05-20,Sur,C,908
2026-05-20,Norte,A,518
2026-05-20,Sur,A,1979
2026-05-20,Sur,B,1869
2026-05-20,Centro,C,1048
2026-05-20,Sur,A,944
2026-05-20,Centro,C,1455
2026-05-20,Sur,B,964
2026-05-20,Centro,C,1523
2026-05-20,Norte,C,1493
2026-05-20,Sur,A,553
2026-05-20,Sur,C,524
2026-05-20,Centro,A,1669
2026-05-20,Norte,C,1709
2026-05-20,Centro,C,1816
2026-05-20,Centro,A,1721
2026-05-20,Norte,B,1057
2026-05-20,Norte,C,1968
2026-05-20,Sur,B,1887
2026-05-20,Sur,B,1021
2026-05-20,Centro,B,1951
2026-05-20,Centro,A,1753
2026-05-20,Centro,C,1462
2026-05-20,Sur,B,1160
2026-05-20,Norte,A,1096
2026-05-20,Centro,B,728
2026-05-20,Centro,A,1773
2026-05-20,Norte,A,632
2026-05-20,Centro,B,765
2026-05-20,Sur,A,757
2026-05-20,Norte,B,660
2026-05-20,Sur,C,1769
2026-05-20,Centro,C,822
2026-05-20,Sur,B,1037
2026-05-20,Centro,C,1736
2026-05-20,Norte,B,557
2026-05-20,Norte,A,1594
2026-05-20,Centro,B,1558
2026-05-20,Centro,C,1479
2026-05-20,Centro,A,525
2026-05-20,Centro,A,656
2026-05-20,Norte,A,1052
2026-05-20,Sur,B,1260
2026-05-20,Centro,C,888
2026-05-20,Norte,A,1983
2026-05-20,Centro,B,1567
2026-05-20,Centro,A,1516
2026-05-20,Centro,C,1685
2026-05-20,Norte,B,1062
2026-05-20,Norte,B,1601
2026-05-20,Sur,B,1400
2026-05-20,Sur,C,1392
2026-05-20,Centro,A,879
2026-05-20,Norte,C,679
2026-05-20,Norte,A,1658
2026-05-20,Sur,C,661
2026-05-20,Centro,A,1998
2026-05-20,Centro,B,717
2026-05-20,Sur,B,891
2026-05-20,Centro,B,1219
2026-05-20,Norte,C,1287
2026-05-20,Norte,C,859
2026-05-20,Centro,B,608
2026-05-20,Centro,A,1133
2026-05-20,Sur,A,872
2026-05-20,Centro,C,1405
2026-05-20,Sur,A,901
2026-05-20,Centro,A,1520
2026-05-20,Sur,B,1536
2026-05-20,Centro,B,1047
2026-05-20,Norte,A,1869
2026-05-20,Sur,C,1840
2026-05-20,Sur,A,1682
2026-05-20,Norte,B,1581
2026-05-20,Norte,B,1313
2026-05-20,Norte,A,759
2026-05-20,Centro,A,1729
2026-05-20,Centro,C,1577
2026-05-20,Centro,B,1386
2026-05-20,Centro,B,756
2026-05-20,Norte,A,1623
2026-05-20,Norte,A,1031
2026-05-20,Centro,A,512
2026-05-20,Sur,A,500
2026-05-20,Sur,A,714
2026-05-20,Centro,B,1470
2026-05-20,Sur,A,1501
2026-05-20,Sur,C,1375
2026-05-20,Sur,C,1475
2026-05-20,Sur,B,1135
2026-05-20,Sur,B,1918
2026-05-20,Norte,B,1212
2026-05-20,Norte,C,1331
2026-05-20,Sur,A,560
2026-05-20,Centro,A,1653
2026-05-20,Centro,C,1782
2026-05-20,Norte,A,741
2026-05-20,Sur,A,1721
2026-05-20,Centro,A,1934
2026-05-20,Centro,C,1953
2026-05-20,Centro,A,1375
2026-05-20,Norte,A,1551
2026-05-20,Sur,B,1243
2026-05-20,Sur,C,1614
2026-05-20,Sur,B,1255
2026-05-20,Sur,A,716
2026-05-20,Norte,B,1619
2026-05-20,Norte,C,1878
2026-05-20,Sur,A,922
2026-05-20,Sur,C,1776
2026-05-20,Norte,A,1570
2026-05-20,Sur,A,1651
2026-05-20,Sur,A,1837
2026-05-20,Centro,A,819
2026-05-20,Norte,C,1913
2026-05-20,Sur,B,992
2026-05-20,Norte,C,1391
2026-05-20,Sur,B,1960
2026-05-20,Sur,B,1357
2026-05-20,Centro,B,1834
2026-05-20,Norte,B,1948
2026-05-20,Norte,B,816
2026-05-20,Centro,A,685
2026-05-20,Centro,A,1091
2026-05-20,Sur,B,1007
2026-05-20,Norte,A,1724
2026-05-20,Norte,B,1474
2026-05-20,Sur,C,940
2026-05-20,Norte,A,1495
