fecha,region,producto,ventas
2026-05-25,Sur,B,895
2026-05-25,Centro,A,1853
2026-05-25,Sur,B,1545
2026-05-25,Centro,C,1102
2026-05-25,Norte,B,1014
2026-05-25,Sur,B,590
2026-05-25,Norte,B,1982
2026-05-25,Norte,C,1192
2026-05-25,Norte,C,534
2026-05-25,Norte,A,1799
2026-05-25,Norte,B,811
2026-05-25,Norte,A,720
2026-05-25,Centro,A,1497
2026-05-25,Norte,C,737
2026-05-25,Norte,B,1156
2026-05-25,Centro,B,1575
2026-05-25,Sur,B,1835
2026-05-25,Sur,C,1644
2026-05-25,Norte,B,989
2026-05-25,Centro,B,1521
2026-05-25,Sur,B,1964
2026-05-25,Norte,B,844
2026-05-25,Sur,C,1540
2026-05-25,Norte,C,1505
2026-05-25,Centro,A,665
2026-05-25,Norte,B,1438
2026-05-25,Sur,A,578
2026-05-25,Norte,C,1087
2026-05-25,Centro,A,1240
2026-05-25,Sur,B,1278
2026-05-25,Norte,C,1681
2026-05-25,Norte,A,1976
2026-05-25,Norte,B,1709
2026-05-25,Norte,B,1543
2026-05-25,Norte,B,1777
2026-05-25,Sur,B,586
2026-05-25,Norte,A,894
2026-05-25,Sur,B,1065
2026-05-25,Centro,A,669
2026-05-25,Norte,A,1306
2026-05-25,Centro,C,1383
2026-05-25,Centro,A,1106
2026-05-25,Centro,B,1858
2026-05-25,Sur,A,745
2026-05-25,Sur,C,1144
2026-05-25,Norte,B,1300
2026-05-25,Norte,A,1156
2026-05-25,Sur,A,1587
2026-05-25,Sur,B,1124
2026-05-25,Sur,A,1892
2026-05-25,Norte,A,1890
2026-05-25,Sur,C,1265
2026-05-25,Centro,A,1700
2026-05-25,Sur,A,1421
2026-05-25,Centro,A,987
2026-05-25,Sur,A,1834
2026-05-25,Sur,A,840
2026-05-25,Centro,B,1921
2026-05-25,Centro,C,704
2026-05-25,Centro,B,1837
2026-05-25,Sur,A,1114
2026-05-25,Norte,A,1835
2026-05-25,Centro,A,1604
2026-05-25,Sur,A,1507
2026-05-25,Norte,C,1691
2026-05-25,Sur,B,1055
2026-05-25,Norte,C,1824
2026-05-25,Sur,B,1497
2026-05-25,Sur,B,1519
2026-05-25,Norte,C,1268
2026-05-25,Sur,B,795
2026-05-25,Sur,C,757
2026-05-25,Centro,C,1220
2026-05-25,Norte,C,1164
2026-05-25,Centro,B,636
2026-05-25,Norte,C,1884
2026-05-25,Sur,A,1636
2026-05-25,Norte,B,1771
2026-05-25,Centro,B,1899
2026-05-25,Sur,C,1321
2026-05-25,Centro,B,1843
2026-05-25,Sur,A,1082
2026-05-25,Sur,A,1474
2026-05-25,Sur,B,592
2026-05-25,Sur,A,1732
2026-05-25,Sur,A,1060
2026-05-25,Norte,C,1597
2026-05-25,Centro,B,1245
2026-05-25,Sur,C,1752
2026-05-25,Centro,A,1381
2026-05-25,Sur,B,1512
2026-05-25,Sur,C,1331
2026-05-25,Sur,C,1174
2026-05-25,Sur,B,1090
2026-05-25,Centro,C,1548
2026-05-25,Sur,A,1676
2026-05-25,Centro,A,1228
2026-05-25,Norte,C,1690
2026-05-25,Sur,C,1974
2026-05-25,Sur,A,529
2026-05-25,Norte,C,1205
2026-05-25,Sur,B,731
2026-05-25,Sur,B,624
2026-05-25,Centro,A,1468
2026-05-25,Norte,C,1535
2026-05-25,Centro,B,1289
2026-05-25,Centro,B,703
2026-05-25,Norte,A,731
2026-05-25,Sur,B,1524
2026-05-25,Centro,B,1056
2026-05-25,Sur,A,1084
2026-05-25,Sur,C,1975
2026-05-25,Centro,A,1882
2026-05-25,Centro,C,1765
2026-05-25,Norte,C,1226
2026-05-25,Norte,C,828
2026-05-25,Sur,A,1763
2026-05-25,Sur,A,1924
2026-05-25,Sur,C,632
2026-05-25,Sur,B,943
2026-05-25,Sur,B,1694
2026-05-25,Sur,A,1456
2026-05-25,Centro,A,1387
2026-05-25,Sur,B,1114
2026-05-25,Centro,C,1651
2026-05-25,Norte,C,1967
2026-05-25,Norte,B,1898
2026-05-25,Centro,B,699
2026-05-25,Centro,A,1723
2026-05-25,Centro,B,1076
2026-05-25,Sur,C,1458
2026-05-25,Sur,C,1921
2026-05-25,Norte,A,1529
2026-05-25,Centro,A,1122
2026-05-25,Centro,A,1007
2026-05-25,Norte,C,1506
2026-05-25,Sur,C,1648
2026-05-25,Centro,B,561
2026-05-25,Centro,C,1792
2026-05-25,Centro,A,1039
2026-05-25,Norte,B,1365
2026-05-25,Sur,B,925
2026-05-25,Centro,A,1280
2026-05-25,Norte,B,699
2026-05-25,Centro,B,1494
2026-05-25,Centro,B,1810
2026-05-25,Norte,C,1576
2026-05-25,Norte,B,1629
2026-05-25,Norte,C,1904
2026-05-25,Centro,A,976
2026-05-25,Centro,B,1874
2026-05-25,Norte,B,1322
2026-05-25,Centro,A,1990
2026-05-25,Centro,A,1364
2026-05-25,Centro,C,703
2026-05-25,Sur,B,628
