fecha,region,producto,ventas
2026-05-23,Sur,C,815
2026-05-23,Norte,C,777
2026-05-23,Sur,B,1323
2026-05-23,Sur,A,1242
2026-05-23,Norte,C,843
2026-05-23,Sur,B,1234
2026-05-23,Norte,C,1224
2026-05-23,Centro,C,1228
2026-05-23,Sur,A,888
2026-05-23,Centro,A,917
2026-05-23,Norte,A,1890
2026-05-23,Norte,A,1401
2026-05-23,Sur,C,1393
2026-05-23,Centro,A,1146
2026-05-23,Norte,A,1100
2026-05-23,Norte,B,1335
2026-05-23,Centro,C,546
2026-05-23,Norte,C,1370
2026-05-23,Sur,C,1425
2026-05-23,Sur,C,1460
2026-05-23,Centro,B,1496
2026-05-23,Norte,B,869
2026-05-23,Centro,C,1459
2026-05-23,Norte,C,1772
2026-05-23,Centro,C,1191
2026-05-23,Sur,A,1295
2026-05-23,Sur,A,1996
2026-05-23,Centro,A,1197
2026-05-23,Sur,A,1404
2026-05-23,Sur,C,715
2026-05-23,Norte,B,641
2026-05-23,Centro,B,749
2026-05-23,Sur,A,1437
2026-05-23,Sur,B,1004
2026-05-23,Sur,B,1564
2026-05-23,Norte,A,1508
2026-05-23,Sur,B,859
2026-05-23,Norte,C,1372
2026-05-23,Sur,B,920
2026-05-23,Sur,C,1532
2026-05-23,Norte,A,1051
2026-05-23,Centro,B,1842
2026-05-23,Sur,C,1762
2026-05-23,Norte,A,1721
2026-05-23,Centro,C,1563
2026-05-23,Sur,B,730
2026-05-23,Centro,C,652
2026-05-23,Norte,C,664
2026-05-23,Norte,C,1542
2026-05-23,Norte,C,1731
2026-05-23,Norte,B,1463
2026-05-23,Centro,B,771
2026-05-23,Sur,A,1634
2026-05-23,Centro,C,833
2026-05-23,Norte,A,1541
2026-05-23,Sur,A,1118
2026-05-23,Sur,A,1394
2026-05-23,Norte,C,1419
2026-05-23,Centro,C,674
2026-05-23,Centro,B,1368
2026-05-23,Norte,C,1761
2026-05-23,Sur,C,1296
2026-05-23,Norte,C,1630
2026-05-23,Norte,A,697
2026-05-23,Centro,C,1107
2026-05-23,Norte,A,1585
2026-05-23,Centro,C,1075
2026-05-23,Centro,C,1798
2026-05-23,Sur,A,1627
2026-05-23,Centro,A,575
2026-05-23,Sur,A,735
2026-05-23,Norte,C,1350
2026-05-23,Norte,C,1300
2026-05-23,Sur,A,641
2026-05-23,Sur,C,598
2026-05-23,Centro,A,1614
2026-05-23,Norte,C,1735
2026-05-23,Norte,A,1381
2026-05-23,Norte,B,1061
2026-05-23,Norte,A,921
2026-05-23,Sur,A,1759
2026-05-23,Centro,C,915
2026-05-23,Norte,A,907
2026-05-23,Norte,B,1856
