fecha,region,producto,ventas
2026-06-02,Norte,B,783
2026-06-02,Centro,B,872
2026-06-02,Sur,B,1442
2026-06-02,Sur,A,1428
2026-06-02,Sur,C,1954
2026-06-02,Sur,B,1532
2026-06-02,Norte,A,908
2026-06-02,Centro,A,891
2026-06-02,Centro,B,1616
2026-06-02,Sur,A,1468
2026-06-02,Centro,A,1689
2026-06-02,Centro,C,1974
2026-06-02,Norte,A,845
2026-06-02,Norte,A,1965
2026-06-02,Norte,A,703
2026-06-02,Centro,A,945
2026-06-02,Sur,A,698
2026-06-02,Sur,A,680
2026-06-02,Centro,B,1509
2026-06-02,Centro,C,1880
2026-06-02,Centro,A,1380
2026-06-02,Norte,A,1932
2026-06-02,Centro,C,1363
2026-06-02,Norte,B,672
2026-06-02,Sur,A,1986
2026-06-02,Centro,C,973
2026-06-02,Centro,B,1090
2026-06-02,Centro,C,1937
2026-06-02,Centro,C,1178
2026-06-02,Norte,B,1597
2026-06-02,Centro,C,1161
2026-06-02,Norte,C,1528
2026-06-02,Sur,A,1140
2026-06-02,Sur,A,1793
2026-06-02,Norte,A,573
2026-06-02,Centro,B,1667
2026-06-02,Sur,C,1414
2026-06-02,Sur,B,1035
2026-06-02,Norte,C,1127
2026-06-02,Sur,C,1966
2026-06-02,Sur,C,782
2026-06-02,Sur,B,1528
2026-06-02,Centro,C,998
2026-06-02,Norte,A,1404
2026-06-02,Norte,A,1748
2026-06-02,Sur,C,1477
2026-06-02,Sur,B,976
2026-06-02,Sur,C,1906
2026-06-02,Norte,A,952
2026-06-02,Centro,C,1402
2026-06-02,Centro,A,1020
2026-06-02,Centro,C,694
2026-06-02,Sur,A,1369
2026-06-02,Sur,A,1248
2026-06-02,Centro,A,973
2026-06-02,Centro,C,1750
2026-06-02,Norte,B,858
2026-06-02,Sur,A,1515
2026-06-02,Centro,C,1006
2026-06-02,Centro,A,846
2026-06-02,Centro,B,880
2026-06-02,Sur,B,723
2026-06-02,Sur,B,1654
2026-06-02,Centro,B,1128
2026-06-02,Norte,A,1819
2026-06-02,Centro,C,1952
2026-06-02,Norte,B,565
2026-06-02,Sur,B,1802
2026-06-02,Norte,A,749
2026-06-02,Centro,C,706
2026-06-02,Norte,B,1043
2026-06-02,Centro,B,603
2026-06-02,Sur,C,741
2026-06-02,Sur,A,1923
2026-06-02,Norte,A,1508
