fecha,region,producto,ventas
2026-06-06,Norte,A,660
2026-06-06,Centro,A,1118
2026-06-06,Sur,B,1983
2026-06-06,Sur,A,1459
2026-06-06,Centro,A,1625
2026-06-06,Norte,C,1305
2026-06-06,Norte,B,571
2026-06-06,Norte,B,1871
2026-06-06,Sur,B,816
2026-06-06,Norte,A,1667
2026-06-06,Norte,C,1549
2026-06-06,Sur,B,620
2026-06-06,Sur,C,563
2026-06-06,Norte,B,1775
2026-06-06,Sur,C,1479
2026-06-06,Norte,C,1791
2026-06-06,Sur,A,1494
2026-06-06,Sur,A,1339
2026-06-06,Centro,B,1823
2026-06-06,Sur,B,1472
2026-06-06,Centro,C,812
2026-06-06,Centro,B,603
2026-06-06,Sur,A,1609
2026-06-06,Sur,A,881
2026-06-06,Centro,C,876
2026-06-06,Centro,C,1064
2026-06-06,Centro,B,1114
2026-06-06,Centro,B,1431
2026-06-06,Centro,B,1934
2026-06-06,Centro,A,1048
2026-06-06,Sur,A,1969
2026-06-06,Sur,B,1093
2026-06-06,Sur,A,569
2026-06-06,Centro,C,1527
2026-06-06,Norte,A,1525
2026-06-06,Sur,B,1511
2026-06-06,Centro,C,1678
2026-06-06,Sur,B,1779
2026-06-06,Norte,A,1866
2026-06-06,Centro,B,1257
2026-06-06,Sur,C,1686
2026-06-06,Sur,C,990
2026-06-06,Sur,B,723
2026-06-06,Sur,C,1876
2026-06-06,Norte,A,1163
2026-06-06,Norte,C,1268
2026-06-06,Centro,A,558
2026-06-06,Sur,B,1849
2026-06-06,Sur,A,946
2026-06-06,Centro,A,1065
2026-06-06,Norte,A,1670
2026-06-06,Centro,A,957
2026-06-06,Sur,A,881
2026-06-06,Norte,B,1143
2026-06-06,Sur,A,1282
2026-06-06,Centro,C,698
2026-06-06,Norte,C,1061
2026-06-06,Norte,A,1039
2026-06-06,Norte,A,1871
2026-06-06,Sur,A,1671
2026-06-06,Norte,B,1427
2026-06-06,Centro,B,1682
2026-06-06,Sur,A,543
2026-06-06,Norte,B,1561
2026-06-06,Norte,B,787
2026-06-06,Norte,B,1198
2026-06-06,Norte,C,1873
2026-06-06,Norte,A,1685
2026-06-06,Sur,B,582
2026-06-06,Sur,A,1028
2026-06-06,Centro,A,1243
2026-06-06,Sur,C,799
2026-06-06,Norte,C,1279
2026-06-06,Centro,C,885
2026-06-06,Centro,C,1327
2026-06-06,Sur,A,1505
2026-06-06,Sur,C,1113
2026-06-06,Sur,B,1320
2026-06-06,Sur,A,822
2026-06-06,Centro,C,1624
2026-06-06,Sur,A,1237
2026-06-06,Centro,C,851
2026-06-06,Norte,C,1119
2026-06-06,Norte,B,510
2026-06-06,Sur,C,697
2026-06-06,Norte,C,1319
2026-06-06,Sur,A,1698
2026-06-06,Norte,A,784
2026-06-06,Sur,A,942
2026-06-06,Sur,C,1957
2026-06-06,Sur,B,920
2026-06-06,Norte,C,1973
2026-06-06,Sur,C,1256
2026-06-06,Norte,C,1635
2026-06-06,Norte,B,1675
2026-06-06,Centro,A,506
2026-06-06,Norte,A,1246
2026-06-06,Centro,C,1391
2026-06-06,Norte,C,1171
2026-06-06,Norte,C,1654
2026-06-06,Centro,A,1263
2026-06-06,Centro,B,654
2026-06-06,Norte,B,1466
2026-06-06,Norte,C,1871
2026-06-06,Sur,C,642
2026-06-06,Centro,A,1162
2026-06-06,Norte,B,985
2026-06-06,Sur,B,1241
2026-06-06,Norte,A,1862
2026-06-06,Sur,A,1047
2026-06-06,Centro,C,1648
2026-06-06,Norte,C,1695
2026-06-06,Centro,C,973
2026-06-06,Sur,C,1509
2026-06-06,Sur,C,1376
2026-06-06,Sur,C,1621
2026-06-06,Sur,A,1250
2026-06-06,Sur,C,630
2026-06-06,Centro,C,1661
2026-06-06,Norte,A,1284
2026-06-06,Sur,A,1302
2026-06-06,Norte,C,898
2026-06-06,Norte,A,1839
2026-06-06,Centro,A,1559
2026-06-06,Sur,C,1448
2026-06-06,Sur,C,1307
2026-06-06,Centro,A,893
2026-06-06,Norte,A,611
2026-06-06,Centro,C,858
2026-06-06,Norte,A,1590
2026-06-06,Sur,A,1645
2026-06-06,Norte,C,1572
2026-06-06,Centro,B,1676
2026-06-06,Norte,B,662
2026-06-06,Norte,C,1975
2026-06-06,Centro,A,1098
2026-06-06,Centro,A,512
2026-06-06,Norte,C,1985
2026-06-06,Centro,C,1374
2026-06-06,Centro,C,1458
2026-06-06,Norte,A,817
2026-06-06,Norte,C,1543
2026-06-06,Centro,C,594
2026-06-06,Norte,A,1444
2026-06-06,Norte,A,951
2026-06-06,Centro,B,510
2026-06-06,Centro,A,1463
2026-06-06,Sur,B,1123
2026-06-06,Norte,A,1598
2026-06-06,Centro,C,1877
2026-06-06,Centro,A,1073
2026-06-06,Sur,A,779
2026-06-06,Centro,B,1840
2026-06-06,Sur,C,1541
2026-06-06,Sur,A,1928
2026-06-06,Sur,C,529
2026-06-06,Norte,B,1487
2026-06-06,Centro,C,1253
2026-06-06,Sur,B,725
2026-06-06,Sur,A,1004
2026-06-06,Norte,A,839
2026-06-06,Sur,C,1960
2026-06-06,Norte,C,1753
2026-06-06,Sur,B,1828
2026-06-06,Sur,B,1728
2026-06-06,Norte,B,1688
2026-06-06,Centro,B,693
2026-06-06,Norte,C,1145
2026-06-06,Sur,B,992
2026-06-06,Sur,B,1173
2026-06-06,Norte,C,1746
2026-06-06,Centro,B,907
2026-06-06,Centro,B,1480
2026-06-06,Centro,A,598
2026-06-06,Centro,C,1627
2026-06-06,Norte,B,1258
2026-06-06,Centro,C,1534
2026-06-06,Centro,B,1525
2026-06-06,Sur,A,798
2026-06-06,Sur,B,508
2026-06-06,Centro,A,1062
2026-06-06,Norte,C,576
2026-06-06,Sur,A,503
2026-06-06,Centro,C,1914
2026-06-06,Sur,A,1943
2026-06-06,Norte,B,1239
2026-06-06,Norte,B,1044
2026-06-06,Norte,A,564
2026-06-06,Sur,C,1199
2026-06-06,Norte,A,1382
2026-06-06,Norte,C,833
2026-06-06,Centro,A,1290
2026-06-06,Sur,B,1526
2026-06-06,Norte,B,1384
2026-06-06,Centro,B,1962
2026-06-06,Centro,B,1476
2026-06-06,Centro,C,1506
2026-06-06,Norte,B,1082
2026-06-06,Sur,C,1145
2026-06-06,Centro,B,1559
