fecha,region,producto,ventas
2026-05-31,Norte,B,671
2026-05-31,Norte,A,1769
2026-05-31,Sur,B,658
2026-05-31,Norte,A,1247
2026-05-31,Centro,B,1237
2026-05-31,Norte,C,1873
2026-05-31,Norte,C,1159
2026-05-31,Sur,C,1546
2026-05-31,Sur,B,1426
2026-05-31,Centro,A,744
2026-05-31,Norte,B,1377
2026-05-31,Centro,B,1220
2026-05-31,Norte,C,1764
2026-05-31,Centro,A,849
2026-05-31,Centro,C,1463
2026-05-31,Centro,C,509
2026-05-31,Norte,A,1736
2026-05-31,Sur,A,1213
2026-05-31,Norte,A,1672
2026-05-31,Sur,C,572
2026-05-31,Centro,A,535
2026-05-31,Centro,B,1111
2026-05-31,Norte,B,1054
2026-05-31,Centro,B,1744
2026-05-31,Sur,A,1501
2026-05-31,Centro,A,1845
2026-05-31,Norte,B,667
2026-05-31,Norte,C,1684
2026-05-31,Sur,C,1168
2026-05-31,Centro,A,1391
2026-05-31,Centro,A,1117
2026-05-31,Centro,B,1672
2026-05-31,Norte,A,1988
2026-05-31,Norte,B,1320
2026-05-31,Sur,C,1119
2026-05-31,Sur,C,1298
2026-05-31,Norte,B,615
2026-05-31,Centro,B,1981
2026-05-31,Norte,C,1155
2026-05-31,Centro,B,772
2026-05-31,Sur,A,976
2026-05-31,Sur,A,1658
2026-05-31,Sur,A,1621
2026-05-31,Sur,B,791
2026-05-31,Norte,C,1080
2026-05-31,Centro,C,1243
2026-05-31,Centro,A,826
2026-05-31,Centro,C,669
2026-05-31,Norte,A,1863
2026-05-31,Centro,A,1864
2026-05-31,Norte,C,615
2026-05-31,Sur,B,1121
2026-05-31,Sur,A,844
2026-05-31,Norte,C,646
2026-05-31,Sur,A,648
2026-05-31,Norte,C,1940
2026-05-31,Centro,C,1973
2026-05-31,Norte,A,690
2026-05-31,Sur,B,935
2026-05-31,Centro,B,838
2026-05-31,Sur,C,516
2026-05-31,Sur,A,1001
2026-05-31,Centro,A,573
2026-05-31,Norte,B,1925
2026-05-31,Centro,B,777
2026-05-31,Norte,B,1289
2026-05-31,Sur,A,1590
2026-05-31,Sur,B,1601
2026-05-31,Norte,A,1192
2026-05-31,Norte,B,1041
2026-05-31,Norte,C,541
2026-05-31,Centro,B,794
2026-05-31,Norte,C,1022
2026-05-31,Sur,C,1380
2026-05-31,Sur,B,1680
2026-05-31,Sur,B,1158
2026-05-31,Norte,C,1182
2026-05-31,Sur,B,1883
2026-05-31,Norte,C,1865
2026-05-31,Centro,A,1767
2026-05-31,Centro,A,1442
2026-05-31,Norte,B,1223
2026-05-31,Norte,C,1501
2026-05-31,Norte,B,1055
2026-05-31,Centro,A,1802
2026-05-31,Centro,C,1723
2026-05-31,Centro,C,1760
2026-05-31,Centro,A,1835
2026-05-31,Norte,C,1194
2026-05-31,Norte,C,918
2026-05-31,Sur,A,750
2026-05-31,Sur,C,1218
2026-05-31,Sur,B,1174
2026-05-31,Norte,B,851
2026-05-31,Sur,C,905
2026-05-31,Norte,A,795
2026-05-31,Centro,B,573
2026-05-31,Centro,A,1582
2026-05-31,Sur,A,1369
2026-05-31,Sur,C,1674
2026-05-31,Sur,C,1401
2026-05-31,Centro,B,1689
2026-05-31,Centro,A,647
2026-05-31,Centro,C,1235
2026-05-31,Sur,C,1472
2026-05-31,Sur,B,1536
2026-05-31,Sur,C,1341
2026-05-31,Norte,B,1094
2026-05-31,Sur,A,1397
2026-05-31,Centro,B,536
2026-05-31,Sur,A,1766
2026-05-31,Norte,C,503
2026-05-31,Norte,A,595
2026-05-31,Sur,B,811
2026-05-31,Norte,B,1886
2026-05-31,Norte,C,1564
2026-05-31,Norte,A,1886
2026-05-31,Centro,C,895
2026-05-31,Sur,B,1379
2026-05-31,Sur,A,1611
2026-05-31,Sur,B,1167
