fecha,region,producto,ventas
2026-05-29,Centro,B,606
2026-05-29,Norte,B,966
2026-05-29,Sur,C,772
2026-05-29,Norte,B,1062
2026-05-29,Norte,B,859
2026-05-29,Sur,A,1389
2026-05-29,Sur,B,1341
2026-05-29,Norte,B,1522
2026-05-29,Sur,C,743
2026-05-29,Centro,C,1135
2026-05-29,Norte,B,1742
2026-05-29,Sur,C,1688
2026-05-29,Sur,C,1458
2026-05-29,Centro,B,1932
2026-05-29,Centro,B,1842
2026-05-29,Norte,B,1397
2026-05-29,Sur,A,1136
2026-05-29,Sur,B,661
2026-05-29,Centro,B,1562
2026-05-29,Sur,C,786
2026-05-29,Sur,C,1182
2026-05-29,Centro,A,1819
2026-05-29,Sur,B,981
2026-05-29,Sur,C,1398
2026-05-29,Norte,C,1075
2026-05-29,Sur,C,1544
2026-05-29,Sur,A,1230
2026-05-29,Sur,A,1074
2026-05-29,Sur,B,863
2026-05-29,Centro,A,1111
2026-05-29,Sur,B,1649
2026-05-29,Norte,C,1695
2026-05-29,Centro,B,840
2026-05-29,Sur,C,629
2026-05-29,Sur,A,1558
2026-05-29,Sur,A,923
2026-05-29,Centro,C,767
2026-05-29,Sur,A,1294
2026-05-29,Centro,C,1743
2026-05-29,Sur,A,1162
2026-05-29,Norte,B,1363
2026-05-29,Sur,B,1215
2026-05-29,Norte,A,1245
2026-05-29,Centro,B,838
2026-05-29,Centro,C,1494
2026-05-29,Centro,A,1654
2026-05-29,Norte,B,1799
2026-05-29,Sur,A,1178
2026-05-29,Norte,B,1893
2026-05-29,Sur,C,812
2026-05-29,Centro,A,1444
2026-05-29,Centro,A,652
2026-05-29,Sur,B,942
2026-05-29,Sur,C,1556
2026-05-29,Sur,A,1763
2026-05-29,Centro,C,1540
2026-05-29,Centro,B,1514
2026-05-29,Centro,B,1147
2026-05-29,Sur,A,1831
2026-05-29,Centro,A,500
2026-05-29,Sur,A,650
2026-05-29,Centro,C,1921
2026-05-29,Norte,A,1807
2026-05-29,Sur,C,1353
2026-05-29,Sur,B,1208
2026-05-29,Norte,C,1310
2026-05-29,Sur,B,1372
2026-05-29,Sur,A,1607
2026-05-29,Centro,B,982
2026-05-29,Sur,C,1994
2026-05-29,Norte,A,1440
2026-05-29,Centro,C,1312
2026-05-29,Norte,B,913
2026-05-29,Sur,C,1577
2026-05-29,Norte,B,1883
2026-05-29,Sur,A,1648
2026-05-29,Centro,B,1042
2026-05-29,Sur,C,923
2026-05-29,Sur,B,1264
2026-05-29,Norte,A,1664
2026-05-29,Sur,C,1369
2026-05-29,Centro,B,528
2026-05-29,Norte,B,1023
2026-05-29,Centro,A,606
2026-05-29,Sur,C,1451
2026-05-29,Norte,A,1528
2026-05-29,Sur,C,1690
2026-05-29,Sur,C,671
2026-05-29,Centro,A,1896
2026-05-29,Sur,C,1523
2026-05-29,Norte,B,1379
2026-05-29,Sur,B,1270
2026-05-29,Centro,B,1228
2026-05-29,Norte,A,1345
2026-05-29,Sur,A,1353
2026-05-29,Sur,C,1279
2026-05-29,Centro,B,1624
2026-05-29,Centro,C,1051
2026-05-29,Sur,C,1614
2026-05-29,Norte,B,1660
2026-05-29,Norte,B,989
2026-05-29,Norte,A,1295
2026-05-29,Centro,B,1554
2026-05-29,Norte,A,992
2026-05-29,Norte,B,1146
2026-05-29,Sur,A,1420
2026-05-29,Norte,C,1824
2026-05-29,Sur,C,1556
2026-05-29,Centro,B,1425
2026-05-29,Norte,B,644
2026-05-29,Centro,A,1691
2026-05-29,Sur,C,597
2026-05-29,Sur,B,1585
2026-05-29,Centro,A,1381
2026-05-29,Sur,B,1447
2026-05-29,Centro,B,1779
