fecha,region,producto,ventas
2026-05-26,Sur,A,1261
2026-05-26,Sur,B,712
2026-05-26,Sur,A,1420
2026-05-26,Centro,C,1864
2026-05-26,Centro,A,574
2026-05-26,Sur,C,597
2026-05-26,Centro,B,1481
2026-05-26,Norte,C,505
2026-05-26,Sur,C,1539
2026-05-26,Centro,A,1119
2026-05-26,Norte,A,1010
2026-05-26,Norte,A,1620
2026-05-26,Norte,B,1320
2026-05-26,Norte,C,1166
2026-05-26,Centro,A,1477
2026-05-26,Sur,A,1844
2026-05-26,Centro,C,694
2026-05-26,Norte,B,1573
2026-05-26,Norte,C,1917
2026-05-26,Norte,A,758
2026-05-26,Norte,B,1585
2026-05-26,Centro,B,1044
2026-05-26,Centro,A,1145
2026-05-26,Centro,B,1858
2026-05-26,Norte,A,600
2026-05-26,Sur,C,522
2026-05-26,Norte,B,1097
2026-05-26,Norte,A,1232
2026-05-26,Centro,B,1755
2026-05-26,Norte,C,1415
2026-05-26,Sur,B,1272
2026-05-26,Sur,B,1823
2026-05-26,Norte,C,926
2026-05-26,Centro,A,1213
2026-05-26,Norte,A,1832
2026-05-26,Centro,A,785
2026-05-26,Norte,A,591
2026-05-26,Norte,B,1777
2026-05-26,Norte,B,1710
2026-05-26,Sur,B,827
2026-05-26,Sur,C,809
2026-05-26,Centro,B,638
2026-05-26,Sur,A,960
2026-05-26,Norte,A,1128
2026-05-26,Centro,C,915
2026-05-26,Norte,B,1824
2026-05-26,Norte,B,718
2026-05-26,Centro,A,1392
2026-05-26,Centro,C,1917
2026-05-26,Sur,B,1987
2026-05-26,Norte,B,576
2026-05-26,Norte,C,562
2026-05-26,Centro,B,1474
2026-05-26,Norte,C,1607
2026-05-26,Norte,C,1952
2026-05-26,Sur,A,807
2026-05-26,Sur,A,946
2026-05-26,Norte,B,1879
2026-05-26,Norte,B,1462
2026-05-26,Sur,A,682
2026-05-26,Norte,A,1470
2026-05-26,Centro,C,1544
2026-05-26,Centro,C,521
2026-05-26,Centro,C,1612
2026-05-26,Sur,B,804
2026-05-26,Sur,A,1903
2026-05-26,Centro,B,1744
2026-05-26,Centro,C,1528
2026-05-26,Centro,B,1407
2026-05-26,Norte,C,1427
2026-05-26,Sur,A,765
2026-05-26,Norte,B,1862
2026-05-26,Norte,A,1556
2026-05-26,Sur,A,1372
2026-05-26,Sur,A,1824
