fecha,region,producto,ventas
2026-06-10,Centro,B,683
2026-06-10,Norte,B,1310
2026-06-10,Norte,A,706
2026-06-10,Centro,C,1340
2026-06-10,Sur,B,542
2026-06-10,Sur,B,1652
2026-06-10,Sur,A,932
2026-06-10,Norte,C,1224
2026-06-10,Norte,B,1595
2026-06-10,Centro,A,1725
2026-06-10,Norte,A,1745
2026-06-10,Sur,A,1647
2026-06-10,Centro,C,1306
2026-06-10,Norte,B,961
2026-06-10,Centro,B,1609
2026-06-10,Norte,A,970
2026-06-10,Sur,A,760
2026-06-10,Sur,B,1615
2026-06-10,Sur,B,995
2026-06-10,Centro,A,579
2026-06-10,Sur,B,884
2026-06-10,Norte,C,954
2026-06-10,Sur,A,508
2026-06-10,Sur,B,1660
2026-06-10,Norte,C,869
2026-06-10,Centro,A,1479
2026-06-10,Centro,A,1802
2026-06-10,Sur,A,1166
2026-06-10,Centro,B,846
2026-06-10,Norte,A,1589
2026-06-10,Sur,B,1713
2026-06-10,Norte,B,1689
2026-06-10,Norte,C,1009
2026-06-10,Norte,C,1502
2026-06-10,Sur,A,1444
2026-06-10,Norte,C,972
2026-06-10,Centro,C,1630
2026-06-10,Norte,C,1948
2026-06-10,Norte,C,1419
2026-06-10,Centro,B,762
2026-06-10,Centro,C,1317
2026-06-10,Centro,C,1355
2026-06-10,Centro,B,1155
2026-06-10,Centro,B,1330
2026-06-10,Sur,C,1414
2026-06-10,Centro,C,1667
2026-06-10,Sur,B,1800
2026-06-10,Centro,B,1780
2026-06-10,Sur,A,987
2026-06-10,Centro,A,527
2026-06-10,Sur,B,1521
2026-06-10,Norte,A,646
2026-06-10,Sur,A,1614
2026-06-10,Sur,A,1240
2026-06-10,Centro,A,1125
2026-06-10,Sur,A,977
2026-06-10,Centro,B,1264
2026-06-10,Norte,B,830
2026-06-10,Sur,B,1986
2026-06-10,Norte,A,1681
2026-06-10,Centro,A,655
2026-06-10,Sur,B,1596
2026-06-10,Norte,A,536
2026-06-10,Sur,C,1111
2026-06-10,Centro,A,1148
2026-06-10,Norte,A,1387
2026-06-10,Centro,C,1132
2026-06-10,Norte,C,734
2026-06-10,Centro,B,1132
2026-06-10,Centro,C,795
2026-06-10,Sur,C,945
2026-06-10,Norte,A,1831
2026-06-10,Sur,B,907
2026-06-10,Centro,C,1205
2026-06-10,Norte,A,1048
2026-06-10,Sur,B,888
2026-06-10,Centro,C,532
2026-06-10,Centro,C,1452
2026-06-10,Norte,B,1763
2026-06-10,Norte,B,621
2026-06-10,Norte,C,945
2026-06-10,Sur,A,1570
2026-06-10,Norte,A,1163
2026-06-10,Sur,B,1936
2026-06-10,Norte,C,1706
2026-06-10,Norte,C,1470
2026-06-10,Norte,C,950
2026-06-10,Norte,C,1086
2026-06-10,Sur,C,578
2026-06-10,Sur,C,1575
2026-06-10,Centro,B,1555
2026-06-10,Sur,B,1420
2026-06-10,Sur,C,908
2026-06-10,Centro,A,1510
2026-06-10,Centro,C,1613
2026-06-10,Sur,C,897
2026-06-10,Norte,C,860
2026-06-10,Sur,C,1098
2026-06-10,Sur,C,1599
2026-06-10,Norte,B,629
2026-06-10,Centro,C,1238
2026-06-10,Sur,C,706
2026-06-10,Norte,C,1773
2026-06-10,Sur,A,1242
2026-06-10,Centro,B,1420
2026-06-10,Centro,C,1914
2026-06-10,Centro,C,798
2026-06-10,Norte,B,1740
2026-06-10,Centro,C,1333
2026-06-10,Sur,C,1673
2026-06-10,Norte,C,1354
2026-06-10,Centro,C,1429
2026-06-10,Norte,B,537
2026-06-10,Centro,B,866
2026-06-10,Sur,B,688
2026-06-10,Centro,C,1400
2026-06-10,Centro,B,1702
2026-06-10,Norte,C,900
2026-06-10,Norte,C,889
2026-06-10,Centro,B,1281
2026-06-10,Centro,A,1564
2026-06-10,Sur,A,582
2026-06-10,Norte,B,618
2026-06-10,Sur,B,1884
2026-06-10,Norte,C,1364
2026-06-10,Norte,C,693
2026-06-10,Sur,B,1988
2026-06-10,Sur,C,1594
2026-06-10,Norte,B,1933
2026-06-10,Sur,C,1902
2026-06-10,Sur,B,1825
2026-06-10,Sur,A,1839
2026-06-10,Norte,B,1422
2026-06-10,Centro,A,784
2026-06-10,Sur,C,1239
2026-06-10,Norte,A,1943
2026-06-10,Sur,A,1436
2026-06-10,Norte,C,1544
2026-06-10,Centro,B,1908
2026-06-10,Norte,C,1845
2026-06-10,Norte,A,1100
2026-06-10,Sur,B,1906
2026-06-10,Sur,B,1148
2026-06-10,Norte,C,661
2026-06-10,Centro,B,802
2026-06-10,Centro,C,616
2026-06-10,Norte,C,1699
2026-06-10,Centro,B,558
2026-06-10,Sur,B,1309
2026-06-10,Sur,C,1828
2026-06-10,Norte,B,1278
2026-06-10,Centro,A,1971
2026-06-10,Norte,C,1123
2026-06-10,Sur,C,1941
2026-06-10,Centro,C,671
2026-06-10,Sur,B,1750
2026-06-10,Sur,A,1611
2026-06-10,Norte,C,1884
2026-06-10,Sur,B,1949
2026-06-10,Centro,A,745
2026-06-10,Centro,B,1856
2026-06-10,Sur,B,722
2026-06-10,Norte,B,914
2026-06-10,Sur,B,787
2026-06-10,Norte,C,570
2026-06-10,Sur,A,915
2026-06-10,Centro,B,1529
2026-06-10,Norte,C,1781
2026-06-10,Centro,B,1125
2026-06-10,Norte,C,505
2026-06-10,Sur,B,1322
2026-06-10,Norte,A,1926
2026-06-10,Centro,A,1179
2026-06-10,Centro,A,1465
2026-06-10,Norte,B,1162
2026-06-10,Centro,B,1872
2026-06-10,Centro,C,1087
2026-06-10,Centro,A,786
2026-06-10,Centro,C,1130
2026-06-10,Norte,B,1398
2026-06-10,Sur,A,1656
2026-06-10,Sur,C,1006
2026-06-10,Norte,A,952
2026-06-10,Sur,A,1154
2026-06-10,Centro,A,1403
2026-06-10,Centro,C,900
2026-06-10,Centro,B,1539
2026-06-10,Centro,A,617
2026-06-10,Sur,A,1051
2026-06-10,Sur,B,979
2026-06-10,Sur,A,1097
2026-06-10,Sur,A,961
2026-06-10,Centro,C,509
2026-06-10,Norte,C,527
2026-06-10,Sur,B,1943
2026-06-10,Norte,C,1541
2026-06-10,Centro,C,801
2026-06-10,Norte,B,1312
2026-06-10,Centro,A,547
2026-06-10,Sur,C,773
