fecha,region,producto,ventas
2026-06-05,Norte,C,1842
2026-06-05,Sur,A,1480
2026-06-05,Centro,A,639
2026-06-05,Sur,A,1196
2026-06-05,Centro,B,712
2026-06-05,Norte,A,1464
2026-06-05,Sur,A,1560
2026-06-05,Norte,B,1016
2026-06-05,Sur,B,638
2026-06-05,Centro,A,872
2026-06-05,Norte,A,768
2026-06-05,Centro,C,1575
2026-06-05,Centro,C,1500
2026-06-05,Sur,A,737
2026-06-05,Sur,B,1937
2026-06-05,Centro,B,845
2026-06-05,Centro,B,1360
2026-06-05,Norte,A,1592
2026-06-05,Sur,A,825
2026-06-05,Sur,B,1484
2026-06-05,Sur,A,1376
2026-06-05,Norte,C,800
2026-06-05,Sur,A,793
2026-06-05,Centro,C,1096
2026-06-05,Norte,A,659
2026-06-05,Norte,A,1452
2026-06-05,Sur,B,1100
2026-06-05,Norte,B,548
2026-06-05,Sur,C,1638
2026-06-05,Centro,B,1522
2026-06-05,Norte,B,1894
2026-06-05,Centro,B,627
2026-06-05,Norte,A,540
2026-06-05,Norte,B,1100
2026-06-05,Centro,C,635
2026-06-05,Norte,C,1924
2026-06-05,Norte,A,1321
2026-06-05,Sur,B,1681
2026-06-05,Sur,A,1869
2026-06-05,Centro,A,698
2026-06-05,Sur,A,1535
2026-06-05,Norte,B,1147
2026-06-05,Centro,C,637
2026-06-05,Norte,B,606
2026-06-05,Centro,A,940
2026-06-05,Centro,C,1449
2026-06-05,Sur,C,1688
2026-06-05,Norte,C,1134
2026-06-05,Sur,C,770
2026-06-05,Sur,B,1291
2026-06-05,Sur,B,703
2026-06-05,Sur,A,1891
2026-06-05,Centro,C,881
2026-06-05,Sur,A,1631
2026-06-05,Sur,C,1775
2026-06-05,Norte,C,1771
2026-06-05,Norte,B,1672
2026-06-05,Sur,C,1545
2026-06-05,Sur,C,1980
2026-06-05,Centro,C,1059
2026-06-05,Sur,C,1958
2026-06-05,Centro,C,1360
2026-06-05,Sur,A,559
2026-06-05,Centro,B,845
2026-06-05,Norte,B,1324
2026-06-05,Centro,A,845
2026-06-05,Sur,A,592
2026-06-05,Sur,B,1112
2026-06-05,Sur,B,1122
2026-06-05,Centro,C,1536
2026-06-05,Sur,A,1387
2026-06-05,Centro,C,1305
2026-06-05,Norte,C,522
2026-06-05,Centro,B,835
2026-06-05,Centro,A,1776
2026-06-05,Norte,B,1290
2026-06-05,Norte,A,1526
2026-06-05,Norte,C,1666
2026-06-05,Norte,C,1545
2026-06-05,Sur,C,551
2026-06-05,Centro,C,1074
2026-06-05,Centro,B,658
2026-06-05,Centro,A,1177
2026-06-05,Sur,A,1195
2026-06-05,Sur,A,1515
2026-06-05,Centro,B,936
2026-06-05,Sur,A,683
2026-06-05,Norte,A,764
2026-06-05,Sur,C,1369
2026-06-05,Centro,B,1219
2026-06-05,Sur,A,1100
2026-06-05,Centro,C,751
2026-06-05,Sur,A,907
2026-06-05,Norte,B,1159
2026-06-05,Sur,B,1785
2026-06-05,Norte,A,1706
2026-06-05,Norte,A,1287
2026-06-05,Norte,C,1471
2026-06-05,Norte,A,1667
2026-06-05,Sur,B,720
2026-06-05,Sur,C,1599
2026-06-05,Sur,B,572
2026-06-05,Sur,B,1281
2026-06-05,Sur,C,1603
2026-06-05,Centro,A,1181
2026-06-05,Centro,B,1202
2026-06-05,Sur,A,531
2026-06-05,Sur,C,995
2026-06-05,Centro,C,794
2026-06-05,Norte,C,1972
2026-06-05,Norte,A,677
2026-06-05,Centro,C,1747
2026-06-05,Centro,C,1660
2026-06-05,Sur,A,1506
2026-06-05,Centro,B,1833
2026-06-05,Centro,A,676
2026-06-05,Sur,B,1207
2026-06-05,Sur,C,1846
2026-06-05,Sur,A,1236
2026-06-05,Norte,C,927
2026-06-05,Sur,C,1798
2026-06-05,Norte,C,1583
2026-06-05,Norte,C,755
2026-06-05,Norte,A,1146
2026-06-05,Centro,A,830
2026-06-05,Centro,B,1664
2026-06-05,Centro,C,1947
2026-06-05,Centro,C,794
2026-06-05,Sur,A,703
2026-06-05,Sur,C,1746
2026-06-05,Centro,C,1141
2026-06-05,Sur,C,1167
2026-06-05,Norte,C,1615
2026-06-05,Centro,B,773
2026-06-05,Sur,A,1492
2026-06-05,Centro,B,1252
2026-06-05,Norte,A,1857
2026-06-05,Sur,B,1876
2026-06-05,Sur,C,682
2026-06-05,Centro,B,1127
2026-06-05,Centro,B,1390
2026-06-05,Centro,B,1697
2026-06-05,Centro,A,1633
2026-06-05,Norte,B,1072
2026-06-05,Norte,A,597
2026-06-05,Norte,C,1838
2026-06-05,Sur,B,1790
2026-06-05,Centro,A,679
2026-06-05,Centro,C,1577
2026-06-05,Norte,C,1372
2026-06-05,Norte,A,1936
2026-06-05,Norte,C,999
2026-06-05,Centro,B,1777
2026-06-05,Centro,A,1557
2026-06-05,Centro,A,939
2026-06-05,Norte,C,1397
2026-06-05,Centro,A,579
2026-06-05,Norte,B,584
2026-06-05,Sur,B,1781
2026-06-05,Norte,B,1944
2026-06-05,Norte,A,1661
2026-06-05,Norte,A,1614
2026-06-05,Norte,B,635
2026-06-05,Sur,B,687
2026-06-05,Norte,C,931
2026-06-05,Centro,B,603
2026-06-05,Norte,C,1778
2026-06-05,Centro,B,1908
2026-06-05,Norte,A,1842
2026-06-05,Norte,A,816
2026-06-05,Norte,C,1013
2026-06-05,Norte,B,1571
2026-06-05,Norte,B,1516
2026-06-05,Sur,B,1766
2026-06-05,Sur,B,1032
2026-06-05,Norte,C,1810
2026-06-05,Norte,B,1263
2026-06-05,Sur,C,893
2026-06-05,Sur,A,684
2026-06-05,Norte,A,1854
2026-06-05,Centro,B,730
2026-06-05,Norte,C,644
2026-06-05,Norte,B,1515
2026-06-05,Norte,A,1435
2026-06-05,Norte,A,732
2026-06-05,Norte,A,882
2026-06-05,Centro,C,967
2026-06-05,Sur,B,1945
2026-06-05,Centro,A,664
2026-06-05,Centro,C,1759
2026-06-05,Norte,C,674
2026-06-05,Sur,B,653
2026-06-05,Centro,A,1913
2026-06-05,Sur,A,1222
2026-06-05,Centro,B,1496
2026-06-05,Norte,A,1018
2026-06-05,Centro,B,1563
2026-06-05,Sur,B,1381
2026-06-05,Sur,B,1337
2026-06-05,Centro,C,1861
