fecha,region,producto,ventas,promedio_producto,venta_sobre_prom_producto,promedio_region,venta_sobre_prom_region
2026-05-19,Centro,A,1813,1254.9488003957458,True,1244.949951409135,True
2026-05-19,Sur,C,1290,1251.173934226553,True,1250.9052247873633,True
2026-05-19,Centro,B,711,1247.1591836734694,False,1244.949951409135,False
2026-05-19,Norte,C,1412,1251.173934226553,True,1257.3630573248408,True
2026-05-19,Sur,C,1858,1251.173934226553,True,1250.9052247873633,True
2026-05-19,Sur,B,667,1247.1591836734694,False,1250.9052247873633,False
2026-05-19,Sur,C,1586,1251.173934226553,True,1250.9052247873633,True
2026-05-19,Norte,C,622,1251.173934226553,False,1257.3630573248408,False
2026-05-19,Centro,C,1137,1251.173934226553,False,1244.949951409135,False
2026-05-19,Centro,A,1408,1254.9488003957458,True,1244.949951409135,True
2026-05-19,Norte,A,1317,1254.9488003957458,True,1257.3630573248408,True
2026-05-19,Norte,B,1551,1247.1591836734694,True,1257.3630573248408,True
2026-05-19,Sur,C,602,1251.173934226553,False,1250.9052247873633,False
2026-05-19,Centro,B,923,1247.1591836734694,False,1244.949951409135,False
2026-05-19,Centro,C,1024,1251.173934226553,False,1244.949951409135,False
2026-05-19,Sur,A,1755,1254.9488003957458,True,1250.9052247873633,True
2026-05-19,Centro,A,1711,1254.9488003957458,True,1244.949951409135,True
2026-05-19,Sur,C,1211,1251.173934226553,False,1250.9052247873633,False
2026-05-19,Norte,C,951,1251.173934226553,False,1257.3630573248408,False
2026-05-19,Centro,C,1090,1251.173934226553,False,1244.949951409135,False
2026-05-19,Centro,C,1997,1251.173934226553,True,1244.949951409135,True
2026-05-19,Centro,A,1551,1254.9488003957458,True,1244.949951409135,True
2026-05-19,Centro,A,1707,1254.9488003957458,True,1244.949951409135,True
2026-05-19,Norte,A,1908,1254.9488003957458,True,1257.3630573248408,True
2026-05-19,Norte,A,1734,1254.9488003957458,True,1257.3630573248408,True
2026-05-19,Centro,C,859,1251.173934226553,False,1244.949951409135,False
2026-05-19,Sur,A,1983,1254.9488003957458,True,1250.9052247873633,True
2026-05-19,Sur,A,1991,1254.9488003957458,True,1250.9052247873633,True
2026-05-19,Norte,B,1262,1247.1591836734694,True,1257.3630573248408,True
2026-05-19,Sur,B,1117,1247.1591836734694,False,1250.9052247873633,False
2026-05-19,Norte,A,1290,1254.9488003957458,True,1257.3630573248408,True
2026-05-19,Centro,C,592,1251.173934226553,False,1244.949951409135,False
2026-05-19,Norte,C,525,1251.173934226553,False,1257.3630573248408,False
2026-05-19,Centro,B,1720,1247.1591836734694,True,1244.949951409135,True
2026-05-19,Norte,A,1968,1254.9488003957458,True,1257.3630573248408,True
2026-05-19,Centro,C,1768,1251.173934226553,True,1244.949951409135,True
2026-05-19,Norte,B,1209,1247.1591836734694,False,1257.3630573248408,False
2026-05-19,Norte,C,1097,1251.173934226553,False,1257.3630573248408,False
2026-05-19,Centro,C,1479,1251.173934226553,True,1244.949951409135,True
